feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,class
-4.036007192066973781e-01,1.780002746103032940e-01,-3.420307982407994052e-01,5.686411367029062802e-01,9.910721559922641699e-01,1.562107781253605499e+00,1.540098132372843542e+00,5.885086974063173937e-01,2.738620658519069218e-01,-7.521913329530163228e-01,1.000000000000000000e+00
1.196225027433809096e+00,-1.516392815608714306e+00,1.736390090933641883e-01,-9.016269147968020148e-01,5.959491290957357190e-01,-1.470169615125486162e+00,1.100855372638271490e+00,-1.437922104807797696e+00,1.683619109594192809e+00,1.257469963233896371e+00,1.000000000000000000e+00
5.962903724436190434e-01,-4.302433988016524102e-01,1.287017002201217952e+00,1.630810470599354911e+00,1.371448346358242976e+00,-1.146487755662795927e+00,8.202340513738654026e-01,1.642735499250236764e+00,4.254118878274077975e-01,1.697401487789129915e+00,-1.000000000000000000e+00
-1.574901712282782640e+00,-9.950410955413235836e-01,9.160063065383830527e-02,-1.268841155161495760e+00,-1.412716097971779439e+00,-6.956603442580699959e-02,-9.060129335409151663e-01,1.014612470869869984e-02,1.324644552786805818e+00,-1.613248252056000975e+00,1.000000000000000000e+00
-8.606937896754135453e-01,1.345542979380202064e-01,1.287017002201217952e+00,5.477921125574697347e-01,-6.405865310431280157e-02,-7.867118048128662888e-01,1.356373588211885917e+00,8.254466457477827035e-01,-6.804728832956927764e-01,8.042728555696519732e-02,1.000000000000000000e+00
-8.892621065797083890e-01,-4.736893754739339157e-01,8.182262682610691451e-01,8.808768784871950919e-01,-6.968392069898206032e-01,1.550913192024439002e+00,2.229219488840104013e-01,-1.123049168538989395e+00,8.237929660972839185e-01,8.997856509231549893e-02,1.000000000000000000e+00
-5.750106206324659963e-01,-5.605813288184986476e-01,1.111220476973662219e+00,1.077443746677045011e+00,1.505546235637264640e+00,-4.337471722363372972e-01,6.079849644351557059e-01,-1.515185714567569120e+00,-1.781158856163241044e-01,1.582837871642143401e+00,-1.000000000000000000e+00
4.248804710178504807e-01,1.655163481467907260e+00,7.830669632155576876e-01,-3.836893535050561743e-01,1.077147051953081247e+00,-1.750006697924179289e+00,-1.552214062012355678e+00,6.530966288479045367e-01,1.176160562067538162e+00,-8.698667236349280074e-01,-1.000000000000000000e+00
-9.749670572925925871e-01,8.731359013668221758e-01,6.072704379880019543e-01,-1.986103786388666026e-01,-2.910340086562264172e-01,-2.956845732554133077e-01,1.179190187364126619e+00,-3.381097446392877237e-01,-9.025772064573948095e-01,3.148808190391380046e-01,1.000000000000000000e+00
-2.036225008766341105e-01,1.742055434812471937e+00,-1.912479756940297593e+00,5.974400395090750243e-02,-1.093626671066550760e+00,-9.635451750411737626e-01,-1.456078104016782060e+00,-2.586128477605276199e-01,3.556733669952619747e-01,1.023109771950015512e+00,-1.000000000000000000e+00
-5.750106206324659963e-01,-1.695675387679567991e-01,9.237041833976024074e-01,5.013306293049599877e-02,-8.931570436103467570e-01,1.626076225104673423e+00,-4.203688947480430094e-02,1.160894749398881709e+00,-1.407035478829098185e+00,-1.643785144536938025e+00,1.000000000000000000e+00
-1.146376958718361205e+00,1.345542979380202064e-01,-4.826680184228436810e-01,1.032884601034569916e-02,4.195243470802996755e-01,6.846344593072374307e-01,3.786579971960328805e-01,-2.762348741671983854e-01,1.087771265818641364e+00,-1.932113891148128926e-01,1.000000000000000000e+00
-8.892621065797083890e-01,-1.125379025558171264e+00,1.287017002201217952e+00,-1.335837549784285594e+00,1.174940054667171552e+00,9.540431223621708146e-01,-4.607342012345652105e-01,-1.363357315763568556e+00,-9.443716416958898296e-01,3.673745016604644809e-01,-1.000000000000000000e+00
8.248369076779771270e-01,-6.909192588353464393e-01,-2.533627479410994976e+00,1.288432090117753503e+00,8.481449536085067242e-01,-2.336781633380130008e-01,1.631912284060416996e+00,1.555842224118632044e-01,-2.343610123791468047e-01,1.548976290128449840e+00,1.000000000000000000e+00
-3.464640853981079127e-01,-4.302433988016524102e-01,-7.873819954839407220e-01,8.571751298183209744e-02,-1.121257518846974444e+00,1.094444761025663126e+00,-6.285853757859574120e-01,1.206298231092675977e+00,-1.405007531776271357e+00,-7.796445059234693442e-01,-1.000000000000000000e+00
-1.574901712282782640e+00,-8.267558542339209504e-02,5.017925228514686919e-01,9.146856506401336295e-01,4.646854024008418849e-01,4.707561001647406762e-01,-9.138377544898012017e-01,1.222574665225864887e+00,-1.312228703060940305e+00,-1.021266534465720577e+00,1.000000000000000000e+00
1.253361661242398561e+00,4.766234459345550234e-02,-7.287831537414223293e-01,1.906918094239493933e-01,8.337326440056088694e-01,1.307534910891894775e+00,1.672400250930268450e+00,1.144234869268567767e+00,-1.081079354552221039e+00,-1.316325612167737580e+00,1.000000000000000000e+00
5.677220555393243107e-01,9.110832126573860379e-02,6.307099746850094446e-01,-1.538632793872504401e+00,-3.916189548098789053e-01,-3.088124273502371731e-01,7.365338619478434268e-01,-1.625991234164359200e+00,-1.404739206192675116e+00,-4.580134513061874801e-01,1.000000000000000000e+00
1.339066611955282760e+00,7.862439480222574995e-01,4.900727545029646137e-01,4.520641692782991217e-01,4.179085152895520849e-01,1.411850737874238648e+00,8.033260064591934979e-01,7.789516322203933196e-01,-1.622799651734126325e+00,1.052535404883627956e+00,-1.000000000000000000e+00
-4.036007192066973781e-01,1.046919808055952972e+00,-9.514587523629928212e-01,-1.248198055639257564e+00,-7.971232804146698436e-01,-4.018929840603527870e-01,-4.491862102214989882e-02,2.182939079929951953e-01,3.251212350516557992e-01,1.374025555798886744e+00,-1.000000000000000000e+00
1.653318097902525041e+00,1.568271528123342584e+00,1.017462330185632480e+00,1.039283550928984612e+00,-7.202254686247450133e-02,1.533380625545675668e+00,-1.184329973958785809e+00,-3.166353706516267241e-01,-4.428977666129246815e-01,1.719288827748400011e-03,-1.000000000000000000e+00
-1.003535374196887098e+00,-1.168825002230454491e+00,-1.478848328045660354e+00,3.096082156006271791e-01,-5.354919930935028161e-01,2.400553758444620017e-02,-4.751317274040415262e-01,-7.289705257816238015e-01,-1.638179144132037024e+00,-3.252126448764883215e-01,-1.000000000000000000e+00
-1.174945275622655938e+00,-1.342608908919583621e+00,-5.647063968623701191e-01,-3.245282220042814969e-01,1.078929566806381191e+00,-1.322355117249637058e+00,9.062006597490201987e-01,1.078772679938061696e+00,-1.227020759270708306e+00,-1.356442600345975524e+00,1.000000000000000000e+00
1.106289850706081990e-01,8.731359013668221758e-01,-3.185912615437919149e-01,1.525950951816069434e+00,1.378942296387747790e+00,8.328739952023131998e-01,1.614929156692251677e+00,-4.218108445589620059e-01,-1.349170985034129355e+00,-1.175024258922413356e+00,1.000000000000000000e+00
1.139088393625219409e+00,-6.909192588353464393e-01,9.002646467005950282e-01,-1.205693187923066345e+00,8.356167424696592239e-01,-1.175143134300111525e+00,2.027601336189988057e-01,5.205985096679326407e-01,1.386072070122175814e+00,4.914654487472268074e-01,-1.000000000000000000e+00
-1.603470029187077373e+00,1.742055434812471937e+00,7.713471948670542755e-01,-1.647104595215604927e-01,-6.071162560959407761e-01,-1.688128391117214910e+00,-1.040511540725966633e+00,1.452965422737420020e+00,-9.284580413043084235e-01,-6.085190628424130138e-02,-1.000000000000000000e+00
6.819953231565033525e-01,1.003473831383669967e+00,-5.764261652108735312e-01,-3.428858957903698212e-01,-3.918231156198243026e-01,-1.736635725553749898e+00,3.961768014825119838e-02,1.656308063054585444e+00,1.344542056017300480e+00,1.197525071499841776e+00,-1.000000000000000000e+00
-1.003535374196887098e+00,2.214462512825849105e-01,1.216698392110195703e+00,-4.765816134483831790e-01,5.941844557479258881e-01,5.737782062876903844e-01,1.000772302912162903e+00,1.619086719443686428e+00,-1.166758972163547181e+00,6.280823445873690014e-01,-1.000000000000000000e+00
-1.374923493952719289e+00,-1.299162932247302171e+00,-7.247612622521379389e-02,1.091912483316832772e+00,-6.497179373705678218e-01,-1.634814203811011168e+00,2.442578751950360005e-01,1.521888902427635193e+00,-1.259018381116215890e+00,1.097964832481536757e+00,-1.000000000000000000e+00
-1.117808641814066473e+00,1.003473831383669967e+00,-2.463308869319972949e+00,-1.700094577527313522e+00,-2.814569662503773051e-01,-7.222886667029803087e-01,-1.250017855794794963e+00,1.342513642744559976e-01,-3.690904038992998126e-01,-6.145484456063343703e-01,-1.000000000000000000e+00
1.081951759816629943e+00,-1.038487072213606588e+00,5.838309012909945750e-01,-6.824353445631189397e-01,1.374403185548531026e+00,4.544704273164664188e-01,-9.439707440336564392e-01,7.674104680357363151e-01,9.216863730347599759e-01,-5.481186978913683561e-01,-1.000000000000000000e+00
1.196225027433809096e+00,-8.212571888521941199e-01,-4.240691766803252882e-01,2.341216500377840959e-01,7.234901055388609503e-01,-1.285486552879393507e+00,8.551055402415749795e-02,1.320196361256991135e+00,7.341585831769019410e-02,9.744030349514689604e-01,-1.000000000000000000e+00
3.963121541135558035e-01,-4.736893754739339157e-01,7.947867315640616548e-01,-9.674687812042835899e-01,3.732046322715009135e-01,9.953144229954129507e-01,-1.438611150928791993e+00,1.323491047353626104e+00,5.164973003463795287e-01,-1.536653276200946161e+00,-1.000000000000000000e+00
-3.178957684938131800e-01,-6.909192588353464393e-01,-1.584326243182193616e+00,-2.364127381564513908e-01,-2.223336703987492946e-01,-6.144050498907700497e-01,1.694510693747510954e+00,1.544670677698676720e+00,9.080781112317342085e-01,-4.751580229181499859e-02,1.000000000000000000e+00
-1.432060127761308754e+00,-8.267558542339209504e-02,-9.514587523629928212e-01,5.781575549454567309e-01,1.697763080337656882e+00,-1.745058778931463772e+00,1.619025998303325053e+00,1.351995133458598009e+00,-1.195333818766341816e+00,1.356636931466079110e+00,-1.000000000000000000e+00
-3.464640853981079127e-01,-1.038487072213606588e+00,-1.783562305106757062e+00,-4.927888940381240923e-01,-4.666241662332564766e-01,-3.893590609870856145e-01,6.841714924371384843e-01,2.895318332879923129e-01,1.121639228111229292e+00,6.210841319263107341e-01,1.000000000000000000e+00
-1.489196761569898220e+00,9.165818780391051801e-01,9.160063065383830527e-02,-6.305423395171894096e-01,-1.897174109358867877e-01,6.795177243217445096e-01,1.616008391900829899e+00,1.580385996899766443e+00,1.265833073954830468e+00,-1.668491128702778381e+00,1.000000000000000000e+00
-1.464858670680445896e-01,-1.472946838936431524e+00,8.533855733065801585e-01,6.218777155198660367e-01,-1.674439703910886923e+00,-1.616591375019190480e+00,-2.335978280515211003e-01,5.788142320633167248e-01,-2.541913809086056020e-01,-1.419968696001508768e+00,1.000000000000000000e+00
1.167656710529514363e+00,-1.559838792280996200e+00,-1.748403000061245827e+00,1.462391135331243097e+00,-3.121785038082701136e-01,-2.601062316904482752e-01,1.604161992133360970e+00,-1.531712739614868646e+00,-7.628995646708824907e-01,4.120088774010173815e-01,1.000000000000000000e+00
-8.892621065797083890e-01,-9.515951188690420226e-01,-1.310749679677322976e-01,-3.544413053839303163e-01,-1.209737187109572565e+00,-1.572684602434006873e+00,-1.388594162880181226e+00,-1.695277083930854634e+00,-5.627944377285939437e-01,-5.137356741383597436e-01,-1.000000000000000000e+00
2.492403435772390027e-02,8.731359013668221758e-01,-4.943877867713477037e-01,-6.466753522100400220e-01,-1.189554765025797600e+00,-2.203433019876228915e-01,-1.109186116950456880e+00,-3.034039613648393807e-01,-9.353071327457999212e-03,-4.183095000633013094e-01,-1.000000000000000000e+00
-1.632038346091372105e+00,-5.171353521462170866e-01,4.666332178059571789e-01,2.267080422333136003e+00,-4.094167028437130096e-01,-8.327125039791123395e-01,-1.058580271185970645e+00,1.550424437779844178e+00,8.971855709990826933e-01,3.210603795664677129e-01,-1.000000000000000000e+00
9.962468091037456341e-01,-1.299162932247302171e+00,9.588634884431139760e-01,-9.255445534092400228e-01,1.025373221671132873e+00,7.899358417550376155e-01,-3.856594376550196990e-01,-1.160795184367554356e+00,-9.553598628652392177e-01,2.130508566324723074e-01,-1.000000000000000000e+00
-1.432060127761308754e+00,8.731359013668221758e-01,5.644132560832740286e-02,1.453600516990129377e+00,-4.540704745902267025e-01,-1.478571101088981044e+00,-3.190812333348235774e-01,1.584026473711672933e+00,-9.838821321390167629e-01,1.419644771017481988e-01,-1.000000000000000000e+00
-6.892838882496450381e-01,1.698609458140190487e+00,1.204978623761691958e+00,1.009812699117185408e+00,4.294883169696487868e-01,1.421892710226234202e+00,6.493833426104347328e-01,-1.410581755598850240e+00,-1.248245832966717428e+00,-5.139427329427291857e-01,1.000000000000000000e+00
9.676784921994507904e-01,4.386761346439972953e-01,-9.748982890600004225e-01,-1.239238646623391116e+00,1.366265632592978507e+00,-5.152832012779934301e-01,-1.140946347577142639e+00,-1.405631996218958291e+00,5.169417936254567802e-01,-1.254818046915284979e+00,-1.000000000000000000e+00
8.819735414865667034e-01,3.952301579717157898e-01,1.287017002201217952e+00,1.338731711194018459e+00,-9.552673983765289645e-01,-1.428406621922860387e+00,-4.295931069853669015e-01,1.651025498819849169e+00,-1.097576186423036226e+00,-5.069514738492546524e-01,-1.000000000000000000e+00
1.396203245763872225e+00,-8.267558542339209504e-02,3.494355343209203935e-01,4.096133145780285201e-01,1.091595577910133619e+00,1.482033335869375579e+00,4.872460891972510977e-01,1.577087726306023674e+00,2.442185137419524976e-01,3.480037155480831257e-01,1.000000000000000000e+00
-3.178957684938131800e-01,-1.429500862264148298e+00,2.439576191843866038e-01,5.252011686485855702e-01,2.121598810272510086e-02,-3.328909696264240048e-01,5.895424414364419663e-01,-1.045376948236520054e+00,-1.570971098696394730e+00,-1.329056069862510459e+00,1.000000000000000000e+00
-1.260650226335539914e+00,1.046919808055952972e+00,9.237041833976024074e-01,-9.217097913989699687e-02,1.018355945254214356e+00,5.847219452453380484e-01,8.147670443897222503e-01,7.454971654115856161e-01,6.818453541444141619e-01,1.317347171282656992e+00,-1.000000000000000000e+00
-1.432060127761308754e+00,1.133811761400517648e+00,8.182262682610691451e-01,-4.301776811454077754e-01,1.055684350730150989e+00,-4.728054738989598826e-01,7.042567773144348120e-01,-8.220588485789224187e-01,-1.013133943298742068e+00,-5.096159534807634950e-01,1.000000000000000000e+00
-4.607373530152868990e-01,-6.909192588353464393e-01,-2.599924198012730781e-01,1.049697773441106985e-01,-4.937517208818076875e-01,5.959022867466828854e-01,2.874614437174697890e-01,5.005665860444902249e-01,-1.185674883912495092e+00,-8.211845662041628024e-01,1.000000000000000000e+00
1.281929978146693294e+00,1.655163481467907260e+00,-2.157516134191499874e-03,-1.302737860585423957e-01,1.503824245745634780e+00,3.927288020862598761e-01,1.550673679363945290e+00,-9.560498335871807640e-01,-8.463761403108455150e-01,-1.672471634190611622e+00,1.000000000000000000e+00
-1.689174979899961571e+00,-6.909192588353464393e-01,6.658692797305209021e-01,1.292118478454349129e+00,-1.397191918752187068e+00,1.449497123474897675e+00,-1.075625336497450062e-02,1.507546567687752859e+00,1.025060365238695148e+00,-9.372309273157779508e-01,1.000000000000000000e+00
2.534705695920819735e-01,-4.736893754739339157e-01,9.354239517461063746e-01,2.364847194843200107e-01,-1.243454685054461217e+00,4.810682739154389931e-01,1.729557407065321906e+00,5.358693907498301989e-01,-5.345812080591535453e-01,1.241969481355144955e+00,1.000000000000000000e+00
1.391973019749029039e-01,-1.429500862264148298e+00,2.322378508358831084e-01,-1.266393690377583647e+00,5.578907954032250593e-01,-1.825690446556222923e-01,-2.434387540238268921e-01,-1.436242852655093216e+00,-9.735708273192611450e-01,1.471316238395035558e+00,1.000000000000000000e+00
1.653318097902525041e+00,-2.999054687848046186e-01,3.845948393664312959e-01,1.426367829525550635e+00,8.440443257212472128e-01,1.032111483401610075e+00,1.060139991393599823e+00,1.519095015427032402e+00,4.817914506370645777e-01,-7.549994170026915752e-01,1.000000000000000000e+00
-1.003535374196887098e+00,-9.081491421967587963e-01,-3.185912615437919149e-01,3.641073486647367075e-01,1.488321213700683376e+00,-1.746234070952011053e-01,-1.529829113262619167e+00,-3.406224685498444038e-01,-8.947304704090794925e-01,-4.234556561418367782e-01,-1.000000000000000000e+00
-1.117808641814066473e+00,2.214462512825849105e-01,1.287017002201217952e+00,1.676117263516438305e+00,-1.384680694585728622e+00,2.454442131008182926e-01,8.818115716408091442e-01,-1.395206290280829986e+00,7.878577602928389656e-02,7.333180545750708212e-01,1.000000000000000000e+00
-7.464205220582345035e-01,-1.342608908919583621e+00,1.150401673508457956e-01,8.021225254611421551e-01,1.077653279627893257e+00,-7.356766587989936879e-01,-5.679138202486969794e-02,1.315468307547380311e+00,3.162602958244620233e-02,1.174889254407893491e+00,-1.000000000000000000e+00
1.081951759816629943e+00,1.437933598106494903e+00,1.287017002201217952e+00,4.239098847295704742e-01,-4.095256946261501829e-01,9.608005342225327539e-01,1.540506535051440862e+00,-5.710701271449659944e-02,7.984108077302333184e-01,1.714448576087698628e+00,1.000000000000000000e+00
1.024815126008040478e+00,-1.559838792280996200e+00,-5.178273234683551385e-01,-4.611608974029886010e-01,-2.217545922135827074e-01,-1.036515562211573593e+00,-7.418834109646693653e-01,-4.801360897577705011e-01,-1.519191266722166034e-01,4.998501935361076010e-01,-1.000000000000000000e+00
7.105636400607980852e-01,7.427979713499759384e-01,-1.193551996192288023e-01,-5.682621184671050180e-02,1.733456592272810015e+00,-7.498238034513399208e-01,3.493024653523170153e-01,2.254016356652689124e-01,1.350953612925597680e+00,5.523954265805294250e-01,1.000000000000000000e+00
-3.221259945086549920e-02,-3.433514454570861796e-01,-1.642925084924712342e+00,9.950198843818703898e-01,-1.014957578254030102e+00,1.004081702407995547e+00,-3.891472083405883020e-01,5.643872558943678897e-01,-9.676857954015392060e-01,8.447771145945043303e-01,-1.000000000000000000e+00
-6.035789375367607290e-01,1.220703714745082324e+00,-6.075635787670979893e-02,-9.114370288134215903e-01,-8.773202684744311197e-01,1.461519344068368476e+00,-8.407237948791733695e-01,1.059692103942779795e+00,2.865561004663821909e-01,-2.639457327419347799e-01,-1.000000000000000000e+00
8.534052245822718596e-01,-1.212270978902735941e+00,-6.115854702563849887e-01,-1.388885083045522162e+00,-1.238959579189635507e+00,7.389348870260630253e-01,-1.675748076872455972e+00,3.307075125422521134e-01,-4.898745128220970135e-02,4.685842664393303214e-01,-1.000000000000000000e+00
7.105636400607980852e-01,-1.299162932247302171e+00,-6.075635787670979893e-02,-9.813670053634091506e-01,1.220956716147609589e+00,-7.233002721726089490e-01,3.597061691883630119e-01,1.369433445466696764e+00,-1.115967049712688342e+00,-3.494754175624629200e-01,-1.000000000000000000e+00
5.962903724436190434e-01,3.083382046271511134e-01,1.287017002201217952e+00,-6.488493761008526928e-01,-4.056610606513961770e-01,7.354193275023048759e-01,1.274138242260297871e-01,-2.480008883297740996e-01,1.163285919661177781e+00,-1.460690919852988490e+00,1.000000000000000000e+00
1.481908196476756645e+00,1.345542979380202064e-01,-7.170633853929183621e-01,-5.739029406972184777e-01,9.651233567318190376e-02,-1.481826040554449442e+00,1.620111599384402412e+00,5.119155254960185975e-01,-2.883315087543404931e-01,-1.112875603872285124e+00,1.000000000000000000e+00
2.820388864963767062e-01,-9.515951188690420226e-01,-2.111715818864861038e+00,7.477449216828546685e-01,1.395577452713318900e+00,1.343887700356453774e+00,1.497021967958612088e+00,7.398979106839705944e-01,-4.045310494025539799e-02,5.556491364411317857e-01,1.000000000000000000e+00
1.224793344338103829e+00,2.214462512825849105e-01,-1.490568096394164099e+00,-3.165883086639206256e-01,-2.987808641401596965e-01,-1.354181748244797090e+00,-1.553504618672644888e+00,3.060997587220584126e-01,9.002705120605968281e-01,9.576656038045879837e-01,-1.000000000000000000e+00
-1.032103691101182052e+00,-1.516392815608714306e+00,5.486715962454835616e-01,-1.057181186955384045e-01,1.227151983786634482e+00,-2.172938653069590997e-01,-1.302351766463877292e+00,-1.076408448054890110e+00,-5.731808265688801418e-01,-8.092841441855020967e-01,-1.000000000000000000e+00
1.196225027433809096e+00,-9.081491421967587963e-01,9.237041833976024074e-01,-1.305212169757179685e+00,-9.155821941132872288e-01,-5.668050521307339551e-01,9.425866577335304530e-01,-9.442747182256939764e-01,-7.377507375955585367e-01,7.846958076693665296e-01,1.000000000000000000e+00
-7.464205220582345035e-01,-1.342608908919583621e+00,9.588634884431139760e-01,6.223503294091737859e-01,-1.195700283327042063e-01,1.499152754860728853e+00,-1.026731860025362764e+00,-1.311246219318399908e-01,1.347534639100103071e+00,-1.234721131728071297e+00,1.000000000000000000e+00
1.367634928859577492e+00,4.766234459345550234e-02,-3.307132190412240824e+00,2.503051378129530005e-02,7.585238371414301239e-01,4.026685044947003744e-01,1.479920804826331260e+00,-6.204022953733133727e-01,4.672540362119146917e-01,-8.411787798826362295e-01,1.000000000000000000e+00
1.224793344338103829e+00,4.766234459345550234e-02,1.736390090933641883e-01,4.596226156937188168e-01,1.546653554280710496e+00,4.161311226770735838e-01,9.701067329932370198e-01,5.780547354979499453e-01,5.922941980181629928e-02,-1.759715678999909105e-01,1.000000000000000000e+00
1.253361661242398561e+00,-9.515951188690420226e-01,-2.158594892258876019e+00,2.385979787322227985e-01,-2.513934986484048784e-01,-1.036537293761826017e+00,1.475493833545209688e+00,-1.601393636332572923e+00,-6.092081076298956344e-01,1.428131974019388961e+00,1.000000000000000000e+00
-5.750106206324659963e-01,-1.472946838936431524e+00,-1.467128559697156609e+00,3.050171092473579204e-01,7.682443759011724493e-01,-4.295089518888172142e-01,-1.088370663865141363e+00,1.322064775684725024e+00,-5.840656405216890779e-01,-1.009899309943735668e+00,-1.000000000000000000e+00
-7.749888389625293472e-01,-5.605813288184986476e-01,1.228418160458699449e+00,1.307508650058173960e-01,5.124022794939877556e-01,1.495151971354023779e+00,9.657154451062699430e-02,3.336650205016846726e-01,-1.630836488549535890e+00,-5.270255240021849696e-02,1.000000000000000000e+00
-1.317786860144129824e+00,-6.474732821630648782e-01,-3.537505665893028728e-01,-7.320361722459083342e-01,-3.156284341509252855e-01,-6.518094337843689523e-01,-1.105872500058973529e+00,5.328558704721532147e-01,-2.764253850713421223e-01,-1.376294477746991429e+00,-1.000000000000000000e+00
-1.374923493952719289e+00,8.296899246945406148e-01,-2.205473965652891000e+00,2.435334180619875000e-01,3.834683227527069249e-01,1.453648656047956900e+00,-1.285751568841419834e+00,1.534810466618952374e+00,1.043373614887364909e+00,4.237073708581703957e-01,-1.000000000000000000e+00
1.653318097902525041e+00,-2.130135154402398867e-01,-7.873819954839407220e-01,-7.837941447520353488e-01,1.221989894321486636e+00,-4.130614671605034038e-01,2.969306986154658934e-01,1.087857082801317432e+00,3.510421732352581037e-01,-3.801291808929097016e-01,1.000000000000000000e+00
-1.174945275622655938e+00,-1.299162932247302171e+00,3.300178891131989867e-02,6.825343323989485622e-01,1.446994253816989762e+00,8.621762361146811937e-01,6.382262510506249154e-01,-1.446937593944657152e+00,1.288118368696342886e+00,2.950590433428695869e-01,1.000000000000000000e+00
5.105854217307348453e-01,-9.950410955413235836e-01,4.431936811089496886e-01,-1.415888215192437016e+00,-3.373214387677354043e-01,-1.650935772804972945e+00,1.310152034248819763e+00,-5.048789077620710053e-01,4.305139708248905128e-01,1.543916823674858163e+00,-1.000000000000000000e+00
-2.893274515895183918e-01,2.648922279548679981e-01,-1.010057594105511436e+00,1.238203199004773991e-01,-1.149536285626851617e+00,-1.568406219429369919e-01,-5.739035905067259025e-01,3.015003060103197963e-01,-1.179643218775591640e+00,-5.254885611471531437e-01,-1.000000000000000000e+00
-4.893056699195816872e-01,9.110832126573860379e-02,9.237041833976024074e-01,-8.134911760680010318e-01,1.601476428538738950e-01,6.853273270733573064e-01,-2.423391739958256075e-01,-1.220414888538549070e+00,-1.475247718986411494e+00,1.623216394185616807e+00,-1.000000000000000000e+00
1.653318097902525041e+00,-1.342608908919583621e+00,5.369518278969795944e-01,-8.235375970292745373e-01,1.478640928833908186e+00,-3.328377219321360103e-01,9.278012421053140057e-01,-4.130931957052397796e-01,1.310728272086630453e+00,-1.627759647955721700e+00,1.000000000000000000e+00
-1.032103691101182052e+00,-3.433514454570861796e-01,1.287017002201217952e+00,1.736665854363679706e+00,-4.981354078633754012e-01,-7.206980952926134165e-01,-8.303172576985163866e-01,-3.390989915663538135e-01,1.704929708620255946e+00,9.656827075728755538e-01,-1.000000000000000000e+00
2.820388864963767062e-01,4.216367921172400023e-03,1.228418160458699449e+00,4.517198363018036789e-01,-7.979270369323763212e-01,1.508035167077567351e+00,-4.939523673678454796e-01,1.292474040831685933e+00,1.689440848920854554e+00,3.829650428899480930e-01,-1.000000000000000000e+00
4.534487879221452133e-01,8.731359013668221758e-01,-8.225413005294516244e-01,-1.405531381509727007e-01,1.040671741062580979e-01,5.781762417143241350e-01,-1.450073124044138240e+00,5.731095480626292593e-01,8.333209907404669492e-01,-4.922352780444392839e-01,-1.000000000000000000e+00
2.534705695920819735e-01,1.437933598106494903e+00,1.122940245322165520e+00,-1.113968959449025409e+00,-8.958737833700883835e-01,1.254576459714351166e+00,-8.269783558982087834e-01,1.276233870760606459e+00,3.844849076498709217e-01,1.370915461186900997e+00,-1.000000000000000000e+00
-1.260650226335539914e+00,-5.171353521462170866e-01,1.287017002201217952e+00,7.759430918070192584e-01,-1.775734817483727024e-01,1.168081682488367523e+00,-9.734489837129589596e-01,-1.558133921518454645e+00,-1.464864771394420950e+00,-1.319965773797079578e+00,1.000000000000000000e+00
-1.346355177048424556e+00,6.124600413331282578e-01,-7.639424587869332317e-01,-1.046712627187118105e+00,-9.025198692537850231e-01,-7.259789009734872733e-01,4.942339916205339828e-02,-4.381716152057238967e-01,4.635985001038149811e-01,1.803567277922512868e-01,-1.000000000000000000e+00
-1.403491810857014022e+00,-8.212571888521941199e-01,2.791169242298979780e-01,-1.062346019482701021e+00,9.779672995393143831e-01,1.149104727927279912e+00,1.600665489473687142e+00,-6.162305852548216611e-01,-1.430376591459413538e+00,1.626372723977066892e+00,1.000000000000000000e+00
-1.032103691101182052e+00,-9.081491421967587963e-01,1.169819318716180501e+00,1.913156759698457554e+00,5.152386259300671956e-01,1.438261468657151765e+00,-1.099293889098007071e+00,5.948064023936304734e-01,-1.364452346616799705e+00,1.190884950067787384e+00,-1.000000000000000000e+00
4.248804710178504807e-01,6.124600413331282578e-01,1.287017002201217952e+00,1.522973484313434156e+00,5.301142317295685080e-01,-1.238274163991829983e-02,-9.330439164537646102e-01,1.114810307440784021e+00,-9.736979412727172489e-01,-1.164769339626498867e+00,1.000000000000000000e+00
-8.934923325945509642e-02,1.003473831383669967e+00,-1.103815740893541175e+00,-4.963976386643347838e-01,-1.512166789300916969e+00,1.497531937069804364e+00,1.258627217829419109e+00,-1.268307766104909140e+00,-6.839944637194099453e-02,-7.797045369331783160e-01,1.000000000000000000e+00
1.424771562668167180e+00,5.690140646608451425e-01,7.947867315640616548e-01,-1.842894864181481074e+00,-1.133113013298125304e+00,1.367357975764892153e+00,2.835543636262868872e-01,1.600411140261635889e+00,-1.097528555675983286e+00,3.501099450070490060e-01,-1.000000000000000000e+00
-1.260650226335539914e+00,-3.433514454570861796e-01,-1.076354312707247934e-01,-2.830178527317204207e+00,7.784660779008425457e-01,-9.040896598210493851e-01,1.174440014702040180e+00,-1.057330298363913679e+00,8.094488460602862201e-01,-1.945044993428781954e-01,1.000000000000000000e+00
7.677002738693876616e-01,-1.081933048885889592e+00,9.940227934886247674e-01,3.047031585923180019e-01,-1.617095432807930111e-01,-7.724852623701861098e-01,-1.093922502542729491e+00,-5.150972243553222363e-01,8.722012439400265160e-01,1.447820592035006237e+00,-1.000000000000000000e+00
1.453339879572461912e+00,-5.605813288184986476e-01,1.287017002201217952e+00,-8.843630045831095687e-01,7.267908007200846177e-01,-1.392026806414572881e+00,-1.460501564385771944e+00,3.922193569442438132e-01,-5.904988175074269430e-01,-1.117190669943641579e+00,-1.000000000000000000e+00
